tweet_id,author_id,inbound,created_at,text,response_tweet_id,in_response_to_tweet_id
100189,AmazonHelp,False,Mon Mar 02 07:03:00 +0000 2026,That's definitely not okay. DM us the order # and we'll arrange a free replacement or full refund. ^MJ,,100188
100190,cust_1095,True,Mon Mar 02 07:10:00 +0000 2026,"@AmazonHelp my account got locked after i tried to change my email, need help asap",100191,
100191,AmazonHelp,False,Mon Mar 02 07:17:00 +0000 2026,We take account security seriously -- please DM us so we can verify a few details and restore access safely. ^AR,,100190
100192,cust_1096,True,Mon Mar 02 07:24:00 +0000 2026,"@AmazonHelp there's a charge on my card i don't recognize, not from any order i placed",100193,
100193,AmazonHelp,False,Mon Mar 02 07:31:00 +0000 2026,Sorry about that! Please DM your order number and the charge amount so we can investigate and issue a refund if it's an error. ^MJ,,100192
100194,cust_1097,True,Mon Mar 02 07:38:00 +0000 2026,"@AmazonHelp not happy with how support handled my last ticket, felt dismissed",100195,
100195,AmazonHelp,False,Mon Mar 02 07:45:00 +0000 2026,That's not the experience we want -- please DM us so we can make it right. ^MJ,,100194
100196,cust_1098,True,Mon Mar 02 07:52:00 +0000 2026,@AmazonHelp my order #864334960 was supposed to arrive 9 days ago and it's still not here. what's going on,100197,
100197,AmazonHelp,False,Mon Mar 02 07:59:00 +0000 2026,That's not the experience we want for you. Can you DM us the order # so we can check with the carrier and get this resolved? ^AR,,100196
100198,cust_1099,True,Mon Mar 02 08:06:00 +0000 2026,@AmazonHelp is order 842800803 still on track for the delivery date shown?,100199,
100199,AmazonHelp,False,Mon Mar 02 08:13:00 +0000 2026,Sure thing -- send us the order number via DM and we'll confirm the current ship status. ^AR,,100198
100200,cust_1100,True,Mon Mar 02 08:20:00 +0000 2026,"@AmazonHelp return label for 556881239 isn't working, can you resend",100201,
100201,AmazonHelp,False,Mon Mar 02 08:27:00 +0000 2026,We can help with that -- DM us the order # so we can process the refund or resend your return label. ^KL,,100200
100202,cust_1101,True,Mon Mar 02 08:34:00 +0000 2026,"@AmazonHelp order 347538338 arrived completely smashed, packaging was fine but item is broken",100203,
100203,AmazonHelp,False,Mon Mar 02 08:41:00 +0000 2026,So sorry to hear that! Please DM your order number and a photo if possible -- we'll get a replacement or refund started right away. ^AR,,100202
100204,cust_1102,True,Mon Mar 02 08:48:00 +0000 2026,"@AmazonHelp 2FA code never arrives, locked out of my account for 2 days now",100205,
100205,AmazonHelp,False,Mon Mar 02 08:55:00 +0000 2026,Sorry for the trouble logging in! Please DM us (without sharing your password) so we can verify your account and help you back in. ^KL,,100204
100206,cust_1103,True,Mon Mar 02 09:02:00 +0000 2026,"@AmazonHelp there's a charge on my card i don't recognize, not from any order i placed i will never order from you again, cancel everything",100207,
100207,AmazonHelp,False,Mon Mar 02 09:09:00 +0000 2026,Sorry about that! Please DM your order number and the charge amount so we can investigate and issue a refund if it's an error. ^MJ,,100206
100208,cust_1104,True,Mon Mar 02 09:16:00 +0000 2026,"@AmazonHelp love the new app update, checkout is so much faster now",100209,
100209,AmazonHelp,False,Mon Mar 02 09:23:00 +0000 2026,"Thank you so much for the kind words, we'll pass it along to the team! 😊 ^AR",,100208
100210,cust_1105,True,Mon Mar 02 09:30:00 +0000 2026,"@AmazonHelp package for 784907325 says delivered but nothing on my porch, been 9 days now",100211,
100211,AmazonHelp,False,Mon Mar 02 09:37:00 +0000 2026,That's not the experience we want for you. Can you DM us the order # so we can check with the carrier and get this resolved? ^AR,,100210
100212,cust_1106,True,Mon Mar 02 09:44:00 +0000 2026,"@AmazonHelp quick q - has 465830215 shipped yet? this is the last straw, get me a manager",100213,
100213,AmazonHelp,False,Mon Mar 02 09:51:00 +0000 2026,Sure thing -- send us the order number via DM and we'll confirm the current ship status. ^AR,,100212
100214,cust_1107,True,Mon Mar 02 09:58:00 +0000 2026,"@AmazonHelp i returned item from order 628008852 2 weeks ago, refund never came",100215,
100215,AmazonHelp,False,Mon Mar 02 10:05:00 +0000 2026,We can help with that -- DM us the order # so we can process the refund or resend your return label. ^KL,,100214
100216,cust_1108,True,Mon Mar 02 10:12:00 +0000 2026,"@AmazonHelp box for 191462297 was empty when i opened it, no product inside",100217,
100217,AmazonHelp,False,Mon Mar 02 10:19:00 +0000 2026,So sorry to hear that! Please DM your order number and a photo if possible -- we'll get a replacement or refund started right away. ^AR,,100216
100218,cust_1109,True,Mon Mar 02 10:26:00 +0000 2026,"@AmazonHelp 2FA code never arrives, locked out of my account for 2 days now",100219,
100219,AmazonHelp,False,Mon Mar 02 10:33:00 +0000 2026,We take account security seriously -- please DM us so we can verify a few details and restore access safely. ^AR,,100218
100220,cust_1110,True,Mon Mar 02 10:40:00 +0000 2026,"@AmazonHelp charged twice for order 427899537, please refund the duplicate immediately",100221,
100221,AmazonHelp,False,Mon Mar 02 10:47:00 +0000 2026,Sorry about that! Please DM your order number and the charge amount so we can investigate and issue a refund if it's an error. ^MJ,,100220
100222,cust_1111,True,Mon Mar 02 10:54:00 +0000 2026,"@AmazonHelp just wanted to say the packaging for 771641650 was excellent, thank you",100223,
100223,AmazonHelp,False,Mon Mar 02 11:01:00 +0000 2026,"Thank you so much for the kind words, we'll pass it along to the team! 😊 ^AR",,100222
100224,cust_1112,True,Mon Mar 02 11:08:00 +0000 2026,"still waiting on 692697161, 3 days late @AmazonHelp this is ridiculous for a prime order",100225,
100225,AmazonHelp,False,Mon Mar 02 11:15:00 +0000 2026,Apologies for the wait. We've flagged this with our logistics team -- please DM your order number so we can expedite a resolution. ^MJ,,100224
100226,cust_1113,True,Mon Mar 02 11:22:00 +0000 2026,@AmazonHelp is order 604564682 still on track for the delivery date shown?,100227,
100227,AmazonHelp,False,Mon Mar 02 11:29:00 +0000 2026,Sure thing -- send us the order number via DM and we'll confirm the current ship status. ^AR,,100226
100228,cust_1114,True,Mon Mar 02 11:36:00 +0000 2026,"@AmazonHelp how do i return 176428684, wrong size and box is unopened",100229,
100229,AmazonHelp,False,Mon Mar 02 11:43:00 +0000 2026,Sorry for the trouble! Please DM your order number and we'll check the refund status / send a fresh return label. ^MJ,,100228
100230,cust_1115,True,Mon Mar 02 11:50:00 +0000 2026,"@AmazonHelp order 795392488 arrived completely smashed, packaging was fine but item is broken i want to speak to a real human right now",100231,
100231,AmazonHelp,False,Mon Mar 02 11:57:00 +0000 2026,That's definitely not okay. DM us the order # and we'll arrange a free replacement or full refund. ^MJ,,100230
100232,cust_1116,True,Mon Mar 02 12:04:00 +0000 2026,"@AmazonHelp 2FA code never arrives, locked out of my account for 2 days now",100233,
100233,AmazonHelp,False,Mon Mar 02 12:11:00 +0000 2026,We take account security seriously -- please DM us so we can verify a few details and restore access safely. ^AR,,100232
100234,cust_1117,True,Mon Mar 02 12:18:00 +0000 2026,"@AmazonHelp charged twice for order 637377910, please refund the duplicate immediately",100235,
100235,AmazonHelp,False,Mon Mar 02 12:25:00 +0000 2026,We'll get this sorted -- DM us the order/transaction details so our billing team can review the duplicate charge. ^KL,,100234
100236,cust_1118,True,Mon Mar 02 12:32:00 +0000 2026,"@AmazonHelp not happy with how support handled my last ticket, felt dismissed",100237,
100237,AmazonHelp,False,Mon Mar 02 12:39:00 +0000 2026,That's not the experience we want -- please DM us so we can make it right. ^MJ,,100236
100238,cust_1119,True,Mon Mar 02 12:46:00 +0000 2026,@AmazonHelp my order #730418447 was supposed to arrive 2 days ago and it's still not here. what's going on,100239,
100239,AmazonHelp,False,Mon Mar 02 12:53:00 +0000 2026,We're sorry for the delay! Please send us your order number and delivery zip via DM so we can look into the carrier status right away. ^KL,,100238
100240,cust_1120,True,Mon Mar 02 13:00:00 +0000 2026,@AmazonHelp quick q - has 605196410 shipped yet?,100241,
100241,AmazonHelp,False,Mon Mar 02 13:07:00 +0000 2026,Sure thing -- send us the order number via DM and we'll confirm the current ship status. ^AR,,100240
100242,cust_1121,True,Mon Mar 02 13:14:00 +0000 2026,"@AmazonHelp requesting a refund for 197970787, item not as described",100243,
100243,AmazonHelp,False,Mon Mar 02 13:21:00 +0000 2026,Sorry for the trouble! Please DM your order number and we'll check the refund status / send a fresh return label. ^MJ,,100242
100244,cust_1122,True,Mon Mar 02 13:28:00 +0000 2026,"@AmazonHelp box for 272684373 was empty when i opened it, no product inside",100245,
100245,AmazonHelp,False,Mon Mar 02 13:35:00 +0000 2026,That's definitely not okay. DM us the order # and we'll arrange a free replacement or full refund. ^MJ,,100244
100246,cust_1123,True,Mon Mar 02 13:42:00 +0000 2026,"@AmazonHelp 2FA code never arrives, locked out of my account for 2 days now",100247,
100247,AmazonHelp,False,Mon Mar 02 13:49:00 +0000 2026,Sorry for the trouble logging in! Please DM us (without sharing your password) so we can verify your account and help you back in. ^KL,,100246
100248,cust_1124,True,Mon Mar 02 13:56:00 +0000 2026,@AmazonHelp still being charged for a subscription i cancelled last month,100249,
100249,AmazonHelp,False,Mon Mar 02 14:03:00 +0000 2026,Sorry about that! Please DM your order number and the charge amount so we can investigate and issue a refund if it's an error. ^MJ,,100248
100250,cust_1125,True,Mon Mar 02 14:10:00 +0000 2026,"@AmazonHelp your customer service rep today was incredibly helpful, give them a raise",100251,
100251,AmazonHelp,False,Mon Mar 02 14:17:00 +0000 2026,"Thank you so much for the kind words, we'll pass it along to the team! 😊 ^AR",,100250
100252,cust_1126,True,Mon Mar 02 14:24:00 +0000 2026,"still waiting on 386749454, 4 days late @AmazonHelp this is ridiculous for a prime order",100253,
100253,AmazonHelp,False,Mon Mar 02 14:31:00 +0000 2026,Apologies for the wait. We've flagged this with our logistics team -- please DM your order number so we can expedite a resolution. ^MJ,,100252
100254,cust_1127,True,Mon Mar 02 14:38:00 +0000 2026,@AmazonHelp hey can you tell me the status of order 753770973? placed it last week,100255,
100255,AmazonHelp,False,Mon Mar 02 14:45:00 +0000 2026,Happy to check that for you! Please DM your order number and we'll pull up the latest tracking status. ^KL,,100254
100256,cust_1128,True,Mon Mar 02 14:52:00 +0000 2026,"@AmazonHelp how do i return 341270488, wrong size and box is unopened",100257,
100257,AmazonHelp,False,Mon Mar 02 14:59:00 +0000 2026,We can help with that -- DM us the order # so we can process the refund or resend your return label. ^KL,,100256
100258,cust_1129,True,Mon Mar 02 15:06:00 +0000 2026,"@AmazonHelp box for 646397165 was empty when i opened it, no product inside",100259,
100259,AmazonHelp,False,Mon Mar 02 15:13:00 +0000 2026,So sorry to hear that! Please DM your order number and a photo if possible -- we'll get a replacement or refund started right away. ^AR,,100258
100260,cust_1130,True,Mon Mar 02 15:20:00 +0000 2026,"@AmazonHelp my account got locked after i tried to change my email, need help asap",100261,
100261,AmazonHelp,False,Mon Mar 02 15:27:00 +0000 2026,We take account security seriously -- please DM us so we can verify a few details and restore access safely. ^AR,,100260
100262,cust_1131,True,Mon Mar 02 15:34:00 +0000 2026,"@AmazonHelp there's a charge on my card i don't recognize, not from any order i placed",100263,
100263,AmazonHelp,False,Mon Mar 02 15:41:00 +0000 2026,We'll get this sorted -- DM us the order/transaction details so our billing team can review the duplicate charge. ^KL,,100262
100264,cust_1132,True,Mon Mar 02 15:48:00 +0000 2026,"@AmazonHelp your customer service rep today was incredibly helpful, give them a raise",100265,
100265,AmazonHelp,False,Mon Mar 02 15:55:00 +0000 2026,We really appreciate you taking the time to share this feedback! ^KL,,100264
100266,cust_1133,True,Mon Mar 02 16:02:00 +0000 2026,"still waiting on 678296492, 9 days late @AmazonHelp this is ridiculous for a prime order",100267,
100267,AmazonHelp,False,Mon Mar 02 16:09:00 +0000 2026,That's not the experience we want for you. Can you DM us the order # so we can check with the carrier and get this resolved? ^AR,,100266
100268,cust_1134,True,Mon Mar 02 16:16:00 +0000 2026,@AmazonHelp when will 302563940 ship? no update since i ordered,100269,
100269,AmazonHelp,False,Mon Mar 02 16:23:00 +0000 2026,Sure thing -- send us the order number via DM and we'll confirm the current ship status. ^AR,,100268
100270,cust_1135,True,Mon Mar 02 16:30:00 +0000 2026,"@AmazonHelp return label for 146865930 isn't working, can you resend",100271,
100271,AmazonHelp,False,Mon Mar 02 16:37:00 +0000 2026,Sorry for the trouble! Please DM your order number and we'll check the refund status / send a fresh return label. ^MJ,,100270
100272,cust_1136,True,Mon Mar 02 16:44:00 +0000 2026,"@AmazonHelp 631855083 came damaged, this is the 2nd time this has happened",100273,
100273,AmazonHelp,False,Mon Mar 02 16:51:00 +0000 2026,That's definitely not okay. DM us the order # and we'll arrange a free replacement or full refund. ^MJ,,100272
100274,cust_1137,True,Mon Mar 02 16:58:00 +0000 2026,"@AmazonHelp my account got locked after i tried to change my email, need help asap",100275,
100275,AmazonHelp,False,Mon Mar 02 17:05:00 +0000 2026,Sorry for the trouble logging in! Please DM us (without sharing your password) so we can verify your account and help you back in. ^KL,,100274
100276,cust_1138,True,Mon Mar 02 17:12:00 +0000 2026,@AmazonHelp still being charged for a subscription i cancelled last month,100277,
100277,AmazonHelp,False,Mon Mar 02 17:19:00 +0000 2026,We'll get this sorted -- DM us the order/transaction details so our billing team can review the duplicate charge. ^KL,,100276
100278,cust_1139,True,Mon Mar 02 17:26:00 +0000 2026,"@AmazonHelp your customer service rep today was incredibly helpful, give them a raise",100279,
100279,AmazonHelp,False,Mon Mar 02 17:33:00 +0000 2026,"Thank you so much for the kind words, we'll pass it along to the team! 😊 ^AR",,100278
100280,cust_1140,True,Mon Mar 02 17:40:00 +0000 2026,"@AmazonHelp package for 762992051 says delivered but nothing on my porch, been 3 days now",100281,
100281,AmazonHelp,False,Mon Mar 02 17:47:00 +0000 2026,Apologies for the wait. We've flagged this with our logistics team -- please DM your order number so we can expedite a resolution. ^MJ,,100280
100282,cust_1141,True,Mon Mar 02 17:54:00 +0000 2026,@AmazonHelp hey can you tell me the status of order 197044071? placed it last week,100283,
100283,AmazonHelp,False,Mon Mar 02 18:01:00 +0000 2026,Sure thing -- send us the order number via DM and we'll confirm the current ship status. ^AR,,100282
100284,cust_1142,True,Mon Mar 02 18:08:00 +0000 2026,"@AmazonHelp requesting a refund for 131081879, item not as described",100285,
100285,AmazonHelp,False,Mon Mar 02 18:15:00 +0000 2026,We can help with that -- DM us the order # so we can process the refund or resend your return label. ^KL,,100284
100286,cust_1143,True,Mon Mar 02 18:22:00 +0000 2026,"@AmazonHelp got the wrong item for order 256304376, ordered a charger got headphones",100287,
100287,AmazonHelp,False,Mon Mar 02 18:29:00 +0000 2026,So sorry to hear that! Please DM your order number and a photo if possible -- we'll get a replacement or refund started right away. ^AR,,100286
100288,cust_1144,True,Mon Mar 02 18:36:00 +0000 2026,"@AmazonHelp my account got locked after i tried to change my email, need help asap",100289,
100289,AmazonHelp,False,Mon Mar 02 18:43:00 +0000 2026,Sorry for the trouble logging in! Please DM us (without sharing your password) so we can verify your account and help you back in. ^KL,,100288
100290,cust_1145,True,Mon Mar 02 18:50:00 +0000 2026,"@AmazonHelp there's a charge on my card i don't recognize, not from any order i placed",100291,
100291,AmazonHelp,False,Mon Mar 02 18:57:00 +0000 2026,We'll get this sorted -- DM us the order/transaction details so our billing team can review the duplicate charge. ^KL,,100290
100292,cust_1146,True,Mon Mar 02 19:04:00 +0000 2026,"@AmazonHelp love the new app update, checkout is so much faster now",100293,
100293,AmazonHelp,False,Mon Mar 02 19:11:00 +0000 2026,We really appreciate you taking the time to share this feedback! ^KL,,100292
100294,cust_1147,True,Mon Mar 02 19:18:00 +0000 2026,"@AmazonHelp package for 786055206 says delivered but nothing on my porch, been 8 days now",100295,
100295,AmazonHelp,False,Mon Mar 02 19:25:00 +0000 2026,That's not the experience we want for you. Can you DM us the order # so we can check with the carrier and get this resolved? ^AR,,100294
100296,cust_1148,True,Mon Mar 02 19:32:00 +0000 2026,@AmazonHelp is order 618840705 still on track for the delivery date shown?,100297,
100297,AmazonHelp,False,Mon Mar 02 19:39:00 +0000 2026,Sure thing -- send us the order number via DM and we'll confirm the current ship status. ^AR,,100296
100298,cust_1149,True,Mon Mar 02 19:46:00 +0000 2026,"@AmazonHelp i returned item from order 123557463 2 weeks ago, refund never came",100299,
100299,AmazonHelp,False,Mon Mar 02 19:53:00 +0000 2026,We can help with that -- DM us the order # so we can process the refund or resend your return label. ^KL,,100298
100300,cust_1150,True,Mon Mar 02 20:00:00 +0000 2026,"@AmazonHelp 994253959 came damaged, this is the 2nd time this has happened",100301,
100301,AmazonHelp,False,Mon Mar 02 20:07:00 +0000 2026,So sorry to hear that! Please DM your order number and a photo if possible -- we'll get a replacement or refund started right away. ^AR,,100300
100302,cust_1151,True,Mon Mar 02 20:14:00 +0000 2026,"@AmazonHelp can't log into my account, keeps saying password incorrect even after reset",100303,
100303,AmazonHelp,False,Mon Mar 02 20:21:00 +0000 2026,Sorry for the trouble logging in! Please DM us (without sharing your password) so we can verify your account and help you back in. ^KL,,100302
100304,cust_1152,True,Mon Mar 02 20:28:00 +0000 2026,"@AmazonHelp there's a charge on my card i don't recognize, not from any order i placed",100305,
100305,AmazonHelp,False,Mon Mar 02 20:35:00 +0000 2026,Sorry about that! Please DM your order number and the charge amount so we can investigate and issue a refund if it's an error. ^MJ,,100304
100306,cust_1153,True,Mon Mar 02 20:42:00 +0000 2026,"@AmazonHelp not happy with how support handled my last ticket, felt dismissed",100307,
100307,AmazonHelp,False,Mon Mar 02 20:49:00 +0000 2026,That's not the experience we want -- please DM us so we can make it right. ^MJ,,100306
100308,cust_1154,True,Mon Mar 02 20:56:00 +0000 2026,"still waiting on 492836532, 6 days late @AmazonHelp this is ridiculous for a prime order",100309,
100309,AmazonHelp,False,Mon Mar 02 21:03:00 +0000 2026,That's not the experience we want for you. Can you DM us the order # so we can check with the carrier and get this resolved? ^AR,,100308
100310,cust_1155,True,Mon Mar 02 21:10:00 +0000 2026,@AmazonHelp hey can you tell me the status of order 901611993? placed it last week,100311,
100311,AmazonHelp,False,Mon Mar 02 21:17:00 +0000 2026,Happy to check that for you! Please DM your order number and we'll pull up the latest tracking status. ^KL,,100310
100312,cust_1156,True,Mon Mar 02 21:24:00 +0000 2026,"@AmazonHelp i returned item from order 826197069 2 weeks ago, refund never came",100313,
100313,AmazonHelp,False,Mon Mar 02 21:31:00 +0000 2026,Sorry for the trouble! Please DM your order number and we'll check the refund status / send a fresh return label. ^MJ,,100312
100314,cust_1157,True,Mon Mar 02 21:38:00 +0000 2026,"@AmazonHelp 383960237 came damaged, this is the 2nd time this has happened",100315,
100315,AmazonHelp,False,Mon Mar 02 21:45:00 +0000 2026,That's definitely not okay. DM us the order # and we'll arrange a free replacement or full refund. ^MJ,,100314
100316,cust_1158,True,Mon Mar 02 21:52:00 +0000 2026,"@AmazonHelp 2FA code never arrives, locked out of my account for 2 days now",100317,
100317,AmazonHelp,False,Mon Mar 02 21:59:00 +0000 2026,Sorry for the trouble logging in! Please DM us (without sharing your password) so we can verify your account and help you back in. ^KL,,100316
100318,cust_1159,True,Mon Mar 02 22:06:00 +0000 2026,"@AmazonHelp there's a charge on my card i don't recognize, not from any order i placed",100319,
100319,AmazonHelp,False,Mon Mar 02 22:13:00 +0000 2026,Sorry about that! Please DM your order number and the charge amount so we can investigate and issue a refund if it's an error. ^MJ,,100318
100320,cust_1160,True,Mon Mar 02 22:20:00 +0000 2026,"@AmazonHelp your customer service rep today was incredibly helpful, give them a raise i'm calling my lawyer if this isn't fixed today",100321,
100321,AmazonHelp,False,Mon Mar 02 22:27:00 +0000 2026,That's not the experience we want -- please DM us so we can make it right. ^MJ,,100320
100322,cust_1161,True,Mon Mar 02 22:34:00 +0000 2026,"still waiting on 245668163, 8 days late @AmazonHelp this is ridiculous for a prime order",100323,
100323,AmazonHelp,False,Mon Mar 02 22:41:00 +0000 2026,Apologies for the wait. We've flagged this with our logistics team -- please DM your order number so we can expedite a resolution. ^MJ,,100322
100324,cust_1162,True,Mon Mar 02 22:48:00 +0000 2026,@AmazonHelp quick q - has 265917699 shipped yet?,100325,
100325,AmazonHelp,False,Mon Mar 02 22:55:00 +0000 2026,Sure thing -- send us the order number via DM and we'll confirm the current ship status. ^AR,,100324
100326,cust_1163,True,Mon Mar 02 23:02:00 +0000 2026,"@AmazonHelp return label for 135128844 isn't working, can you resend",100327,
100327,AmazonHelp,False,Mon Mar 02 23:09:00 +0000 2026,We can help with that -- DM us the order # so we can process the refund or resend your return label. ^KL,,100326
100328,cust_1164,True,Mon Mar 02 23:16:00 +0000 2026,"@AmazonHelp 206681214 came damaged, this is the 2nd time this has happened i want to speak to a real human right now",100329,
100329,AmazonHelp,False,Mon Mar 02 23:23:00 +0000 2026,So sorry to hear that! Please DM your order number and a photo if possible -- we'll get a replacement or refund started right away. ^AR,,100328
100330,cust_1165,True,Mon Mar 02 23:30:00 +0000 2026,"@AmazonHelp my account got locked after i tried to change my email, need help asap",100331,
100331,AmazonHelp,False,Mon Mar 02 23:37:00 +0000 2026,Sorry for the trouble logging in! Please DM us (without sharing your password) so we can verify your account and help you back in. ^KL,,100330
100332,cust_1166,True,Mon Mar 02 23:44:00 +0000 2026,"@AmazonHelp why was i charged $7.00 more than the price shown at checkout for 154308262 i will never order from you again, cancel everything",100333,
100333,AmazonHelp,False,Mon Mar 02 23:51:00 +0000 2026,Sorry about that! Please DM your order number and the charge amount so we can investigate and issue a refund if it's an error. ^MJ,,100332
100334,cust_1167,True,Mon Mar 02 23:58:00 +0000 2026,"@AmazonHelp not happy with how support handled my last ticket, felt dismissed",100335,
100335,AmazonHelp,False,Tue Mar 03 00:05:00 +0000 2026,That's not the experience we want -- please DM us so we can make it right. ^MJ,,100334
100336,cust_1168,True,Tue Mar 03 00:12:00 +0000 2026,"@AmazonHelp package for 103044648 says delivered but nothing on my porch, been 6 days now",100337,
100337,AmazonHelp,False,Tue Mar 03 00:19:00 +0000 2026,We're sorry for the delay! Please send us your order number and delivery zip via DM so we can look into the carrier status right away. ^KL,,100336
100338,cust_1169,True,Tue Mar 03 00:26:00 +0000 2026,@AmazonHelp is order 809805235 still on track for the delivery date shown?,100339,
100339,AmazonHelp,False,Tue Mar 03 00:33:00 +0000 2026,Happy to check that for you! Please DM your order number and we'll pull up the latest tracking status. ^KL,,100338
100340,cust_1170,True,Tue Mar 03 00:40:00 +0000 2026,"@AmazonHelp requesting a refund for 732276010, item not as described this is fraud and i'm disputing it with my bank",100341,
100341,AmazonHelp,False,Tue Mar 03 00:47:00 +0000 2026,Sorry for the trouble! Please DM your order number and we'll check the refund status / send a fresh return label. ^MJ,,100340
100342,cust_1171,True,Tue Mar 03 00:54:00 +0000 2026,"@AmazonHelp 900651998 came damaged, this is the 2nd time this has happened",100343,
100343,AmazonHelp,False,Tue Mar 03 01:01:00 +0000 2026,So sorry to hear that! Please DM your order number and a photo if possible -- we'll get a replacement or refund started right away. ^AR,,100342
100344,cust_1172,True,Tue Mar 03 01:08:00 +0000 2026,"@AmazonHelp 2FA code never arrives, locked out of my account for 2 days now",100345,
100345,AmazonHelp,False,Tue Mar 03 01:15:00 +0000 2026,Sorry for the trouble logging in! Please DM us (without sharing your password) so we can verify your account and help you back in. ^KL,,100344
100346,cust_1173,True,Tue Mar 03 01:22:00 +0000 2026,"@AmazonHelp charged twice for order 165310776, please refund the duplicate immediately",100347,
100347,AmazonHelp,False,Tue Mar 03 01:29:00 +0000 2026,We'll get this sorted -- DM us the order/transaction details so our billing team can review the duplicate charge. ^KL,,100346
100348,cust_1174,True,Tue Mar 03 01:36:00 +0000 2026,"@AmazonHelp not happy with how support handled my last ticket, felt dismissed i want to speak to a real human right now",100349,
100349,AmazonHelp,False,Tue Mar 03 01:43:00 +0000 2026,That's not the experience we want -- please DM us so we can make it right. ^MJ,,100348
100350,cust_1175,True,Tue Mar 03 01:50:00 +0000 2026,"@AmazonHelp package for 779760958 says delivered but nothing on my porch, been 7 days now",100351,
100351,AmazonHelp,False,Tue Mar 03 01:57:00 +0000 2026,Apologies for the wait. We've flagged this with our logistics team -- please DM your order number so we can expedite a resolution. ^MJ,,100350
100352,cust_1176,True,Tue Mar 03 02:04:00 +0000 2026,@AmazonHelp when will 561923010 ship? no update since i ordered,100353,
100353,AmazonHelp,False,Tue Mar 03 02:11:00 +0000 2026,Happy to check that for you! Please DM your order number and we'll pull up the latest tracking status. ^KL,,100352
100354,cust_1177,True,Tue Mar 03 02:18:00 +0000 2026,"@AmazonHelp return label for 544328940 isn't working, can you resend",100355,
100355,AmazonHelp,False,Tue Mar 03 02:25:00 +0000 2026,We can help with that -- DM us the order # so we can process the refund or resend your return label. ^KL,,100354
100356,cust_1178,True,Tue Mar 03 02:32:00 +0000 2026,"@AmazonHelp got the wrong item for order 558234365, ordered a charger got headphones",100357,
100357,AmazonHelp,False,Tue Mar 03 02:39:00 +0000 2026,That's definitely not okay. DM us the order # and we'll arrange a free replacement or full refund. ^MJ,,100356
100358,cust_1179,True,Tue Mar 03 02:46:00 +0000 2026,"@AmazonHelp someone else's orders are showing up in my account, is my account hacked? i want to speak to a real human right now",100359,
100359,AmazonHelp,False,Tue Mar 03 02:53:00 +0000 2026,Sorry for the trouble logging in! Please DM us (without sharing your password) so we can verify your account and help you back in. ^KL,,100358
100360,cust_1180,True,Tue Mar 03 03:00:00 +0000 2026,"@AmazonHelp there's a charge on my card i don't recognize, not from any order i placed",100361,
100361,AmazonHelp,False,Tue Mar 03 03:07:00 +0000 2026,We'll get this sorted -- DM us the order/transaction details so our billing team can review the duplicate charge. ^KL,,100360
100362,cust_1181,True,Tue Mar 03 03:14:00 +0000 2026,"@AmazonHelp love the new app update, checkout is so much faster now",100363,
100363,AmazonHelp,False,Tue Mar 03 03:21:00 +0000 2026,That's not the experience we want -- please DM us so we can make it right. ^MJ,,100362
100364,cust_1182,True,Tue Mar 03 03:28:00 +0000 2026,"still waiting on 644830077, 5 days late @AmazonHelp this is ridiculous for a prime order",100365,
100365,AmazonHelp,False,Tue Mar 03 03:35:00 +0000 2026,We're sorry for the delay! Please send us your order number and delivery zip via DM so we can look into the carrier status right away. ^KL,,100364
100366,cust_1183,True,Tue Mar 03 03:42:00 +0000 2026,@AmazonHelp when will 475932035 ship? no update since i ordered,100367,
100367,AmazonHelp,False,Tue Mar 03 03:49:00 +0000 2026,Happy to check that for you! Please DM your order number and we'll pull up the latest tracking status. ^KL,,100366
100368,cust_1184,True,Tue Mar 03 03:56:00 +0000 2026,"@AmazonHelp requesting a refund for 753903309, item not as described",100369,
100369,AmazonHelp,False,Tue Mar 03 04:03:00 +0000 2026,We can help with that -- DM us the order # so we can process the refund or resend your return label. ^KL,,100368
100370,cust_1185,True,Tue Mar 03 04:10:00 +0000 2026,"@AmazonHelp got the wrong item for order 464883950, ordered a charger got headphones",100371,
100371,AmazonHelp,False,Tue Mar 03 04:17:00 +0000 2026,That's definitely not okay. DM us the order # and we'll arrange a free replacement or full refund. ^MJ,,100370
100372,cust_1186,True,Tue Mar 03 04:24:00 +0000 2026,"@AmazonHelp my account got locked after i tried to change my email, need help asap",100373,
100373,AmazonHelp,False,Tue Mar 03 04:31:00 +0000 2026,We take account security seriously -- please DM us so we can verify a few details and restore access safely. ^AR,,100372
100374,cust_1187,True,Tue Mar 03 04:38:00 +0000 2026,"@AmazonHelp there's a charge on my card i don't recognize, not from any order i placed",100375,
100375,AmazonHelp,False,Tue Mar 03 04:45:00 +0000 2026,Sorry about that! Please DM your order number and the charge amount so we can investigate and issue a refund if it's an error. ^MJ,,100374
100376,cust_1188,True,Tue Mar 03 04:52:00 +0000 2026,"@AmazonHelp just wanted to say the packaging for 156488296 was excellent, thank you",100377,
100377,AmazonHelp,False,Tue Mar 03 04:59:00 +0000 2026,We really appreciate you taking the time to share this feedback! ^KL,,100376
100378,cust_1189,True,Tue Mar 03 05:06:00 +0000 2026,"still waiting on 575788930, 8 days late @AmazonHelp this is ridiculous for a prime order",100379,
